FEATURE_NAME	STATE_ALPHA	PRIM_LAT_DEC	PRIM_LONG_DEC		
Feather Falls	CA	39.5932207	-121.2563504		
Fields Landing	CA	40.7245711	-124.2150604		
Forbestown	CA	39.51711	-121.267184		
Fort Bidwell	CA	41.8604463	-120.1513388		
Fort Bragg	CA	39.445723	-123.8052935		
Gasquet	CA	41.8453908	-123.9695195		
Gazelle	CA	41.5207015	-122.5202995		
Hughson	CA	37.5968764	-120.8660408		
Jenner	CA	38.4496365	-123.1155588		
Keddie	CA	40.0148913	-120.9610663		
Kilkare Woods	CA	37.6282659	-121.9121802		
Komandorski Village	CA	37.7160404	-121.9088466		
Livingston	CA	37.3868826	-120.7235329		
Loleta	CA	40.6409618	-124.2253348		
Mendota	CA	36.7535611	-120.3815574		
Monmouth	CA	36.5660611	-119.7401376		
Monta Vista	CA	37.3227199	-122.0580165		
North Highlands	CA	38.6857362	-121.3721745		
Orangevale	CA	38.6785145	-121.2257818		
Pinedale	CA	36.8427269	-119.7898688		
Rohnerville	CA	40.5670768	-124.135607		
Samoa	CA	40.8187372	-124.1864518		
San Ramon	CA	37.7799273	-121.9780153		
Clovis	CA	36.8252277	-119.7029194		
Midpines	CA	37.5443798	-119.9204507		
Saratoga	CA	37.2638324	-122.0230146		
Sunnyvale	CA	37.3688301	-122.0363496		
Vinton	CA	39.804349	-120.1782603		
White Pines	CA	38.2660282	-120.3407525		
Belltown	CA	34.011681	-117.3833789		
Bloomington	CA	34.07029	-117.3958797		
Brawley	CA	32.9786566	-115.530267		
Calavo Gardens	CA	32.7628296	-116.9611375		
Capistrano Beach	CA	33.4625277	-117.6717175		
Cardiff-by-the-Sea	CA	33.0217096	-117.2811482		
Cathedral City	CA	33.7797426	-116.4652911		
Cayucos	CA	35.4427512	-120.8921254		
Cholame Hills	CA	35.8205213	-120.426544		
Chubbuck	CA	34.3650047	-115.2860921		
Coyote Wells	CA	32.7386713	-115.9675123		
Del Dios	CA	33.0728195	-117.1191997		
Del Mar	CA	32.9594891	-117.2653146		
Desert Hot Springs	CA	33.961124	-116.5016784		
Di Giorgio	CA	35.2527389	-118.8514873		
El Casco	CA	33.9811269	-117.118367		
El Centro	CA	32.792	-115.5630514		
Lake Forest	CA	33.6469661	-117.689218		
Essex	CA	34.7336097	-115.2449794		
Fenner	CA	34.8158313	-115.1791451		
Frazier Park	CA	34.8227556	-118.9448219		
Garlock	CA	35.4024608	-117.7900644		
Glen Avon	CA	34.0116799	-117.4847714		
Grossmont	CA	32.7783843	-116.9883606		
Home Gardens	CA	33.8780714	-117.5208816		
Johnstown	CA	32.838106	-116.8966923		
Lakeside	CA	32.8572718	-116.9222488		
Lakeview	CA	32.842828	-116.9041925		
Leucadia	CA	33.0680967	-117.3033709		
Mira Loma	CA	33.9925135	-117.5164389		
Montebello	CA	34.0094444	-118.1052778		
Moreno	CA	32.8733823	-116.9250269		
Riverview Farms	CA	32.8450498	-116.9319711		
Rosemead	CA	34.0805651	-118.072846		
San Gabriel	CA	34.0961111	-118.1058333		
Santee	CA	32.8383828	-116.9739167		
Scotland	CA	34.242229	-117.4981066		
Sespe	CA	34.3999971	-118.9503775		
Silverado	CA	33.7461295	-117.6369939		
Solana Beach	CA	32.991155	-117.2711481		
Summerland	CA	34.4213845	-119.5965173		
Temple City	CA	34.1072305	-118.0578456		
Thousand Palms	CA	33.8200183	-116.3902887		
Winter Gardens	CA	32.8311613	-116.9333599		
Sonoma County	CA	38.55	-122.9011111		
Alamo	CA	37.8502033	-122.032184		
Albany	CA	37.88687	-122.2977475		
Albion	CA	39.2235117	-123.7686251		
Alderpoint	CA	40.1762567	-123.6116952		
Almonte	CA	37.8899262	-122.5249749		
Angwin	CA	38.5757402	-122.4499796		
Antioch	CA	38.0049214	-121.805789		
Aptos	CA	36.9771729	-121.8994016		
Arbuckle	CA	39.0173963	-122.0577477		
Arden Town	CA	38.5740724	-121.3830078		
Aromas	CA	36.8885646	-121.6430011		
Artois	CA	39.6196036	-122.1938726		
Ashland	CA	37.6946528	-122.1138531		
Atherton	CA	37.4613272	-122.197743		
Auburn	CA	38.8965654	-121.0768901		
Belmont	CA	37.5202145	-122.2758008		
Belvedere	CA	37.8727044	-122.4644171		
Berkeley	CA	37.8715926	-122.272747		
Big Bar	CA	40.740975	-123.2558671		
Black Point	CA	38.1101973	-122.5055338		
Blairsden	CA	39.7810095	-120.6166077		
Blue Lake	CA	40.8829072	-123.9839488		
Boonville	CA	39.0090663	-123.3661194		
Bray	CA	41.6440414	-121.9708384		
Briceland	CA	40.1079215	-123.900031		
Bridgeport	CA	38.2557527	-119.2312656		
Brisbane	CA	37.6807661	-122.3999715		
Calpella	CA	39.2335015	-123.2038939		
Camino	CA	38.7382366	-120.6749302		
Camptonville	CA	39.4518363	-121.0485656		
Carmel-by-the-Sea	CA	36.5552387	-121.9232879		
Caspar	CA	39.3635049	-123.8158488		
Castro Valley	CA	37.6940973	-122.0863522		
Chowchilla Mountains	CA	37.5249363	-119.721828		
Clyde	CA	38.0254763	-122.029407		
Colma	CA	37.6768779	-122.459695		
Concord	CA	37.9779777	-122.0310733		
Corralitos	CA	36.988562	-121.8063418		
Cutler	CA	36.5232834	-119.2867823		
Daly City	CA	37.7057657	-122.4619166		
Deep Springs	CA	37.3715981	-117.9850939		
Del Rey	CA	36.6591171	-119.593744		
Delevan	CA	39.3540526	-122.1910897		
Delhi	CA	37.4321589	-120.7785354		
Dillon Beach	CA	38.2507515	-122.9652768		
Dinuba	CA	36.5432837	-119.3870656		
East Palo Alto	CA	37.4688273	-122.1410751		
El Sobrante	CA	37.9771452	-122.2952474		
Emeryville	CA	37.831316	-122.2852473		
Emigrant Gap	CA	39.296845	-120.6727122		
Empire	CA	37.6382642	-120.9021536		
Forestville	CA	38.4735237	-122.8902721		
Freedom	CA	36.9352303	-121.7730065		
French Camp	CA	37.8840922	-121.2710555		
Georgetown	CA	38.9068445	-120.8385462		
Glenn	CA	39.5218283	-122.0138651		
Graton	CA	38.4363022	-122.8697158		
Greenville	CA	40.1396126	-120.9510675		
Grenada	CA	41.6470887	-122.5200223		
Gustine	CA	37.2577171	-120.9988154		
Hackamore	CA	41.5518309	-121.1235876		
Hamilton City	CA	39.7426598	-122.0135914		
Hercules	CA	38.0171441	-122.2885808		
Herndon	CA	36.8366136	-119.9173752		
Hilmar	CA	37.4085479	-120.8502035		
Hollister	CA	36.8524545	-121.4016021		
Honeydew	CA	40.2443059	-124.12282		
Hoopa	CA	41.0504076	-123.6742236		
Hopland	CA	38.9729542	-123.1163918		
Independence	CA	36.8027102	-118.2000951		
Inverness	CA	38.1010337	-122.8569377		
Ione	CA	38.3526913	-120.9327177		
Island Mountain	CA	40.0262607	-123.4903007		
Jackson	CA	38.3488024	-120.7741018		
Jamestown	CA	37.9532584	-120.4226952		
Janesville	CA	40.2965645	-120.5241117		
Kensington	CA	37.9104805	-122.2802471		
Kentfield	CA	37.9521465	-122.5571997		
Kerman	CA	36.7235572	-120.059879		
Korbel	CA	40.8704078	-123.9583922		
La Honda	CA	37.3191086	-122.2741352		
Lakeshore	CA	37.2530003	-119.1748429		
Lathrop	CA	37.8227046	-121.27661		
Laytonville	CA	39.6882116	-123.4827942		
Little River	CA	39.2707318	-123.7883473		
Lobitos	CA	37.3829975	-122.4002519		
Loma Mar	CA	37.2710544	-122.3085815		
Los Gatos	CA	37.226611	-121.9746797		
Los Trancos Woods	CA	37.3493854	-122.19941		
Macdoel	CA	41.8268154	-122.0052851		
Magalia	CA	39.8121058	-121.5783059		
Malaga	CA	36.6835611	-119.7337514		
Maltby	CA	38.0149212	-122.0702414		
Mammoth Lakes	CA	37.648546	-118.972079		
Manchester	CA	38.9701853	-123.6880732		
Manteca	CA	37.7974273	-121.2160526		
Manton	CA	40.4351568	-121.8699903		
Marin City	CA	37.868538	-122.5091404		
Marina	CA	36.6844029	-121.802173		
Mariposa	CA	37.4849377	-119.9662843		
Markleeville	CA	38.6949057	-119.7801768		
McKinleyville	CA	40.9465152	-124.1006205		
Mendocino	CA	39.3076744	-123.7994591		
Menlo Park	CA	37.4538274	-122.1821871		
Meridian	CA	39.1432254	-121.9144153		
Milford	CA	40.1712892	-120.3724376		
Mill Valley	CA	37.9060368	-122.5449763		
Mineral	CA	40.3476588	-121.5949804		
Moccasin	CA	37.8107616	-120.2999137		
Montpelier	CA	37.5449341	-120.7060355		
Moraga	CA	37.8349263	-122.1296871		
Morgan Hill	CA	37.1305012	-121.6543901		
Moss Beach	CA	37.5274401	-122.5133117		
Moss Landing	CA	36.8044003	-121.7868953		
Mount Eden	CA	37.6360439	-122.0999636		
Nevada City	CA	39.2615606	-121.0160594		
Newcastle	CA	38.8740658	-121.1332806		
Newville	CA	39.790989	-122.5283302		
Nice	CA	39.1232253	-122.848327		
North Richmond	CA	37.9588126	-122.3674713		
Olivehurst	CA	39.0954484	-121.5521858		
Omo Ranch	CA	38.5812956	-120.5732603		
Orinda	CA	37.8771476	-122.1796888		
Orland	CA	39.7473803	-122.1963748		
Pacheco	CA	37.9835332	-122.0752413		
Paicines	CA	36.7285708	-121.2785409		
Parlier	CA	36.6116174	-119.5270734		
Pescadero	CA	37.2549443	-122.3813627		
Petrolia	CA	40.3254132	-124.2869926		
Philo	CA	39.0657324	-123.4450093		
Piedmont	CA	37.8243715	-122.231635		
Piercy	CA	39.9662591	-123.7953024		
Pine Grove	CA	38.4129668	-120.6588196		
Pinehurst	CA	36.6952252	-119.0164975		
Pleasant Hill	CA	37.9479786	-122.0607963		
Point Arena	CA	38.908798	-123.6930726		
Point Reyes Station	CA	38.0690895	-122.8069356		
Pollock Pines	CA	38.7612923	-120.5865935		
Port Chicago (historical)	CA	38.0460311	-122.020796		
Portola	CA	39.8104567	-120.4691034		
Princeton	CA	39.4032192	-122.009975		
Rancho Cordova	CA	38.5890723	-121.302728		
Raymond	CA	37.2171683	-119.9054382		
Redwood Terrace	CA	37.3146644	-122.2949695		
Reedley	CA	36.5963395	-119.4504029		
Requa	CA	41.5467862	-124.0664634		
Richmond	CA	37.9357576	-122.3477486		
Rio Linda	CA	38.6910138	-121.4485654		
Mount Ritter	CA	37.689378	-119.1990298		
Riverbank	CA	37.7360396	-120.9354895		
Rockport	CA	39.7387659	-123.8161313		
Rodeo	CA	38.0329771	-122.2669138		
Rolinda	CA	36.7352234	-119.9618199		
Roseville	CA	38.7521235	-121.2880059		
Russell City	CA	37.65271	-122.1335757		
Sacramento	CA	38.5815719	-121.4943996		
San Benito	CA	36.5096854	-121.0818602		
San Gregorio	CA	37.3271651	-122.3866404		
San Juan Bautista	CA	36.8455108	-121.5379974		
San Leandro	CA	37.7249296	-122.1560768		
San Lorenzo	CA	37.6810422	-122.1244088		
San Mateo	CA	37.5629917	-122.3255254		
San Pablo	CA	37.9621457	-122.3455263		
San Rafael	CA	37.9735346	-122.5310874		
Santa Cruz	CA	36.9741171	-122.0307963		
Santa Rosa	CA	38.4404675	-122.7144314		
Santa Venetia	CA	37.9985338	-122.5252541		
Seaside	CA	36.611041	-121.844605		
Selby	CA	38.0565876	-122.2438579		
Selma	CA	36.5707838	-119.6120765		
Shingletown	CA	40.4923784	-121.8891586		
Shively	CA	40.4306939	-123.9697655		
Sierra Buttes	CA	39.5935104	-120.6410501		
Sierra City	CA	39.5657329	-120.6338273		
Sky Londa	CA	37.3835512	-122.2627453		
Sloat	CA	39.8665618	-120.7274464		
Smartsville	CA	39.2073932	-121.2985701		
Altaville	CA	38.0838106	-120.5618692		
Biola	CA	36.8021676	-120.0162684		
Burlingame	CA	37.5841026	-122.3660825		
Diamond Mountains	CA	40.2612861	-120.5574455		
El Granada	CA	37.5027185	-122.4694214		
Foster City	CA	37.5585465	-122.2710788		
Fowler	CA	36.6305058	-119.6784697		
Gonzales	CA	36.5066296	-121.4443806		
Hillsborough	CA	37.5741032	-122.3794163		
Hornitos	CA	37.5021592	-120.238241		
Laws	CA	37.4007622	-118.3456639		
Los Altos	CA	37.3852183	-122.1141298		
Los Altos Hills	CA	37.3796627	-122.1374637		
Meeks Bay	CA	39.034352	-120.1240761		
Merced	CA	37.3021633	-120.4829677		
Millbrae	CA	37.5985468	-122.3871942		
Milpitas	CA	37.4282724	-121.9066238		
Montara Mountain	CA	37.5285501	-122.4269189		
Monterey	CA	36.6002378	-121.8946761		
Nord	CA	39.7796044	-121.9572023		
Pittsburg	CA	38.0279762	-121.8846806		
Planada	CA	37.2907749	-120.3185161		
Portola Valley	CA	37.3841067	-122.2352443		
Salida	CA	37.7057623	-121.0849369		
Shore Acres	CA	38.0357536	-121.9655164		
Skedaddle Mountains	CA	40.3793465	-120.1168767		
Somes Bar	CA	41.3762377	-123.4761693		
Sonora	CA	37.9840911	-120.3821381		
Soquel	CA	36.9880057	-121.9566267		
South Lake Tahoe	CA	38.9332411	-119.9843482		
Squaw Valley	CA	36.7402261	-119.246785		
Standish	CA	40.3651768	-120.4221645		
Stockton	CA	37.9577016	-121.2907796		
Stonyford	CA	39.3751619	-122.5441551		
Sultana	CA	36.5455058	-119.3401188		
Sutter Buttes	CA	39.2057239	-121.8202495		
Tahoe City	CA	39.1721291	-120.1388031		
Tamalpais Valley	CA	37.8796487	-122.5458093		
Taylorsville	CA	40.0754477	-120.8396752		
Tehama	CA	40.0271015	-122.1233228		
Terminous	CA	38.1132523	-121.4955075		
Termo	CA	40.8657308	-120.4602262		
Tiburon	CA	37.8735377	-122.4566392		
Tionesta	CA	41.6459944	-121.3280415		
Tollhouse	CA	37.018838	-119.3992957		
Toms Place	CA	37.5613209	-118.6812364		
Tranquillity	CA	36.648839	-120.2526596		
Tres Pinos	CA	36.7899573	-121.321043		
Trimmer	CA	36.9049485	-119.296234		
Trinidad	CA	41.059291	-124.1431246		
Trinity Alps	CA	41.000418	-123.0483683		
Tulelake	CA	41.9559885	-121.4774916		
Twain Harte	CA	38.0396452	-120.2326891		
Valley Springs	CA	38.1915856	-120.8291033		
Viola	CA	40.5179358	-121.6777639		
Volta	CA	37.0974438	-120.92603		
Walnut Creek	CA	37.9063131	-122.064963		
Walnut Grove	CA	38.2421371	-121.5116197		
Washington	CA	39.3593424	-120.7991077		
Waterford	CA	37.6413202	-120.7604834		
Watsonville	CA	36.910231	-121.7568946		
Wendel	CA	40.3482346	-120.2335461		
West Sacramento	CA	38.5804609	-121.530234		
Westport	CA	39.6357148	-123.7830734		
Westwood	CA	40.3059999	-121.0057931		
Willow Creek	CA	40.9395774	-123.6314412		
Willows	CA	39.5243265	-122.1935931		
Wilseyville	CA	38.3790793	-120.5146478		
Wilsonia	CA	36.7349465	-118.9564964		
Winton	CA	37.389383	-120.6132516		
Woodfords	CA	38.7776832	-119.8218443		
Woodside	CA	37.4299388	-122.2538557		
Yolo	CA	38.7318481	-121.8077431		
Yosemite Village	CA	37.7452032	-119.598221		
Yuba City	CA	39.1404477	-121.6169108		
Acton	CA	34.469994	-118.1967418		
Adelanto	CA	34.5827699	-117.409215		
Alberhill	CA	33.7272418	-117.3997644		
Alhambra	CA	34.095287	-118.1270146		
Allensworth	CA	35.8635651	-119.3890044		
Alpaugh	CA	35.8877316	-119.4873422		
Alpine	CA	32.8350521	-116.7664109		
Alta Loma	CA	34.1222317	-117.5981086		
Angiola	CA	35.9891192	-119.4759537		
Arrowhead Highlands	CA	34.2300069	-117.2628206		
Arroyo Grande	CA	35.1185869	-120.5907252		
Artesia	CA	33.8658484	-118.0831212		
Atascadero	CA	35.4894169	-120.6707255		
Atolia	CA	35.3146869	-117.6092257		
Avalon	CA	33.3428065	-118.3278506		
Avenal	CA	36.0041223	-120.1290272		
Bagdad	CA	34.5827704	-115.8755563		
Balance Rock	CA	35.8060623	-118.6520326		
Mount Baldy	CA	34.2361168	-117.6600553		
Banning	CA	33.9255713	-116.8764103		
Bartlett	CA	36.4766016	-118.0309189		
Bassett	CA	34.0497323	-117.9967323		
Beaumont	CA	33.9294606	-116.977248		
Bell	CA	33.9775142	-118.1870156		
Bell Gardens	CA	33.9652918	-118.1514588		
Betteravia	CA	34.9177564	-120.5148893		
Big Bear City	CA	34.2611183	-116.84503		
Blue Jay	CA	34.2461175	-117.2097638		
Blythe	CA	33.6103022	-114.5963456		
Bodfish	CA	35.588009	-118.4920303		
Bonita	CA	32.6578318	-117.0300269		
Bonsall	CA	33.2889226	-117.2255903		
Bradley	CA	35.8632993	-120.8007321		
Brea	CA	33.9166805	-117.9000604		
Burrel	CA	36.4882821	-119.9851457		
Cajon Junction	CA	34.3116702	-117.4747722		
Caliente	CA	35.291071	-118.6278688		
Campo	CA	32.6064494	-116.4689053		
Carlsbad	CA	33.1580933	-117.3505939		
Carmel Valley	CA	36.4796839	-121.7324476		
Carson	CA	33.8314058	-118.2820165		
Cartago	CA	36.3207709	-118.0264725		
Casa de Oro	CA	32.7489409	-116.98086		
Castle Park	CA	32.6103329	-117.0675278		
Cedar Glen	CA	34.2538951	-117.1647628		
Cedarpines Park	CA	34.2500062	-117.3258786		
Chino	CA	34.0122346	-117.688944		
Chula Vista	CA	32.6400541	-117.0841955		
Cima	CA	35.2377644	-115.4991602		
City Terrace	CA	34.0500116	-118.1828495		
College Heights	CA	34.1066762	-117.6892221		
Cornell	CA	34.1144504	-118.7778678		
Coronado	CA	32.6858854	-117.1830891		
Crestline	CA	34.2419509	-117.2855993		
Del Rosa	CA	34.148899	-117.243375		
Dominguez	CA	33.8347392	-118.2186814		
East Highlands	CA	34.1097338	-117.170594		
East Los Angeles	CA	34.0239015	-118.1720157		
El Segundo	CA	33.9191799	-118.4164652		
Emerald Bay	CA	33.5525247	-117.809222		
Eucalyptus Hills	CA	32.8797708	-116.9466942		
Ford City	CA	35.1544112	-119.4562299		
Fullerton	CA	33.8702924	-117.925338		
Garden Grove	CA	33.7739053	-117.9414477		
Gardena	CA	33.8883487	-118.3089624		
Glendale	CA	34.1425078	-118.255075		
Glenview	CA	34.1244507	-118.6014742		
Goleta	CA	34.4358295	-119.8276389		
Goshen	CA	36.3510616	-119.4201204		
Green Valley Lake	CA	34.2408403	-117.0772605		
Greenfield	CA	36.3207998	-121.2438138		
Guasti	CA	34.0650112	-117.5864414		
Hanford	CA	36.3274502	-119.6456844		
Harbison Canyon	CA	32.8203296	-116.8300236		
Heber	CA	32.7308911	-115.529718		
Holtville	CA	32.8111612	-115.3802643		
Honda	CA	34.6155392	-120.6335037		
Huntington Park	CA	33.9816812	-118.2250725		
Idria	CA	36.4169007	-120.6743379		
Idyllwild	CA	33.7400209	-116.7189075		
Imperial Beach	CA	32.5839444	-117.1130849		
Inglewood	CA	33.9616801	-118.3531311		
Irvine	CA	33.6694649	-117.8231107		
Jesmond Dene	CA	33.1803157	-117.1091988		
Johnsondale	CA	35.9746706	-118.5409204		
Kaweah	CA	36.4696697	-118.9184341		
Keene	CA	35.2235728	-118.5623117		
Kernville	CA	35.7546732	-118.4253627		
La Crescenta	CA	34.2241708	-118.2400751		
La Habra Heights	CA	33.9608461	-117.9506186		
La Mesa	CA	32.7678288	-117.0230839		
La Verne	CA	34.1008426	-117.7678355		
Laguna Beach	CA	33.5422475	-117.7831104		
Lake Hughes	CA	34.6769294	-118.4453598		
Lakeland Village	CA	33.6386334	-117.3439286		
Lakewood	CA	33.8536269	-118.1339563		
Lamont	CA	35.2596833	-118.9142666		
Lanare	CA	36.4305054	-119.9309749		
Las Cruces	CA	34.5080438	-120.2290397		
Laton	CA	36.4332835	-119.686799		
Lemon Grove	CA	32.7425516	-117.0314172		
Lemon Heights	CA	33.7589067	-117.7819981		
Lemoore	CA	36.3007835	-119.7829107		
Lenwood	CA	34.8766497	-117.1039314		
Lincoln Acres	CA	32.6678312	-117.0728066		
Lincoln Village	CA	33.8277949	-118.2228481		
Littlerock	CA	34.521104	-117.9836793		
Live Oak Springs	CA	32.6906137	-116.334462		
Lockwood	CA	35.9441337	-121.0832489		
Loma Linda	CA	34.0483474	-117.2611527		
Lomita	CA	33.7922392	-118.3150722		
Los Serranos	CA	33.9727911	-117.7081106		
Lost Hills	CA	35.616349	-119.6942941		
Lynwood	CA	33.930293	-118.2114603		
Lynwood Hills	CA	32.645332	-117.0516942		
Malibu Beach	CA	34.0327855	-118.6884188		
Manhattan Beach	CA	33.8847361	-118.4109089		
Maywood	CA	33.9866807	-118.185349		
Mentone	CA	34.070013	-117.1344806		
Mesa Grande	CA	33.1803185	-116.7691893		
Midland	CA	33.8611293	-114.8021881		
Midway City	CA	33.7447388	-117.9892263		
Miracle Hot Springs	CA	35.5757871	-118.534531		
Mission Viejo	CA	33.6000233	-117.6719953		
Monrovia	CA	34.1480621	-117.9989548		
Montecito	CA	34.4366626	-119.6320753		
Montrose	CA	34.2063938	-118.224241		
Morro Bay	CA	35.3658075	-120.8499013		
Mount Laguna	CA	32.872273	-116.4183496		
Mountain Center	CA	33.7041889	-116.7258522		
Murrieta Hot Springs	CA	33.5605814	-117.1580876		
Narod	CA	34.0580666	-117.6844996		
National City	CA	32.6781085	-117.0991967		
Newberry Springs	CA	34.8272104	-116.6883644		
Newport Beach	CA	33.6189101	-117.9289469		
Norwalk	CA	33.9022367	-118.081733		
Nuevo	CA	33.801408	-117.145866		
Oak View	CA	34.399996	-119.3001134		
Onyx	CA	35.6902305	-118.220634		
Orange Park Acres	CA	33.8019612	-117.7822767		
Orcutt	CA	34.8652574	-120.4359966		
Pala	CA	33.3653102	-117.0766965		
Panorama Heights	CA	33.7777951	-117.79811		
Parkfield	CA	35.8996856	-120.4326542		
Pearblossom	CA	34.506383	-117.9097881		
Pedley	CA	33.9752919	-117.4758817		
Placentia	CA	33.8722371	-117.8703363		
Plaster City	CA	32.7925584	-115.8586183		
Pomona	CA	34.0552886	-117.7522793		
Poway	CA	32.9628233	-117.0358646		
Pyramid Head	CA	32.8200386	-118.350073		
Rancho Mirage	CA	33.739744	-116.41279		
Red Mountain	CA	35.3582967	-117.6167261		
Rialto	CA	34.1064001	-117.3703235		
Richgrove	CA	35.7966198	-119.1078814		
Riverdale	CA	36.431061	-119.8595833		
Riverside	CA	33.9533487	-117.3961564		
Rolling Hills	CA	33.7569615	-118.3539613		
Rolling Hills Estates	CA	33.7877943	-118.3581284		
Romoland	CA	33.7458534	-117.1750335		
Rosamond	CA	34.8641446	-118.1634075		
Rubidoux	CA	33.9961256	-117.4056018		
Running Springs	CA	34.2077859	-117.1092049		
San Antonio Heights	CA	34.1555638	-117.6564437		
San Bernardino	CA	34.1083449	-117.2897652		
San Clemente	CA	33.4269728	-117.6119925		
San Diego	CA	32.7153292	-117.1572551		
San Juan Capistrano	CA	33.5016932	-117.6625509		
San Juan Hot Springs	CA	33.5908562	-117.5094895		
San Luis Rey	CA	33.2319797	-117.3236485		
San Marcos	CA	33.1433723	-117.1661449		
San Miguel	CA	35.7524679	-120.6962826		
San Pasqual	CA	33.0917085	-116.9539177		
Santa Ana Heights	CA	33.6525204	-117.8956126		
Santa Barbara	CA	34.4208305	-119.6981901		
